C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\center_2024_05_26_19_56_19_938.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\left_2024_05_26_19_56_19_938.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\right_2024_05_26_19_56_19_938.jpg,0,0,0,7.98E-05
C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\center_2024_05_26_19_56_20_043.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\left_2024_05_26_19_56_20_043.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\right_2024_05_26_19_56_20_043.jpg,0,0,0,7.84E-05
C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\center_2024_05_26_19_56_20_145.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\left_2024_05_26_19_56_20_145.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\right_2024_05_26_19_56_20_145.jpg,0,0,0,7.81E-05
C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\center_2024_05_26_19_56_20_247.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\left_2024_05_26_19_56_20_247.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\right_2024_05_26_19_56_20_247.jpg,0,0,0,7.88E-05
C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\center_2024_05_26_19_56_20_348.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\left_2024_05_26_19_56_20_348.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\right_2024_05_26_19_56_20_348.jpg,0,0,0,7.87E-05
C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\center_2024_05_26_19_56_20_451.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\left_2024_05_26_19_56_20_451.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\right_2024_05_26_19_56_20_451.jpg,0,0,0,7.80E-05
C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\center_2024_05_26_19_56_20_554.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\left_2024_05_26_19_56_20_554.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\right_2024_05_26_19_56_20_554.jpg,0,0,0,7.82E-05
C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\center_2024_05_26_19_56_20_656.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\left_2024_05_26_19_56_20_656.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\right_2024_05_26_19_56_20_656.jpg,0,0,0,7.77E-05
C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\center_2024_05_26_19_56_20_758.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\left_2024_05_26_19_56_20_758.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\right_2024_05_26_19_56_20_758.jpg,0,0,0,7.80E-05
C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\center_2024_05_26_19_56_20_861.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\left_2024_05_26_19_56_20_861.jpg, C:\Users\Shrinidhi\Downloads\simulator-windows-64\data\IMG\right_2024_05_26_19_56_20_861.jpg,0,0,0,7.78E-05
